"name","male_offspring","female_offspring","sport","checked"
"Alexei Filipets",NA,NA,"swim_1500",FALSE
"Chris Thompson",NA,NA,"swim_1500",FALSE
"Heiko Hell",NA,NA,"swim_1500",FALSE
"Igor Chervynskiy",NA,NA,"swim_1500",FALSE
"Dragoș Coman",NA,NA,"swim_1500",FALSE
"Christian Minotti",NA,NA,"swim_1500",FALSE
"Nicolas Rostoucher",NA,NA,"swim_1500",FALSE
"Frederik Hviid",NA,NA,"swim_1500",FALSE
"Masato Hirano",NA,NA,"swim_1500",FALSE
"Igor Snitko",NA,NA,"swim_1500",FALSE
"Ricardo Monasterio",NA,NA,"swim_1500",FALSE
"Yota Arase",NA,NA,"swim_1500",FALSE
"Paul Palmer",NA,NA,"swim_1500",FALSE
"Luiz Lima",NA,NA,"swim_1500",FALSE
"Emiliano Brembilla",NA,NA,"swim_1500",FALSE
"Dmitry Koptur",NA,NA,"swim_1500",FALSE
"Spyridon Gianniotis",NA,NA,"swim_1500",FALSE
"Alexey Kovrigin",NA,NA,"swim_1500",FALSE
"Andrew Hurd",NA,NA,"swim_1500",FALSE
"Teo Edo",NA,NA,"swim_1500",FALSE
"Hannes Kalteis",NA,NA,"swim_1500",FALSE
"Vlastimil Burda",NA,NA,"swim_1500",FALSE
"Tim Peterson",NA,NA,"swim_1500",FALSE
"Torwai Sethsothorn",NA,NA,"swim_1500",FALSE
"Adam Faulkner",NA,NA,"swim_1500",FALSE
"Petar Stoychev",NA,NA,"swim_1500",FALSE
"Jorge Carral Armella",NA,NA,"swim_1500",FALSE
"Jin Hao",NA,NA,"swim_1500",FALSE
"Cho Sung-mo",NA,NA,"swim_1500",FALSE
"Juan Carlos Piccio",NA,NA,"swim_1500",FALSE
"Agustín Fiorilli",NA,NA,"swim_1500",FALSE
"Dieung Manggang",NA,NA,"swim_1500",FALSE
"Jonathan Duncan",NA,NA,"swim_1500",FALSE
"Steven Chandra",NA,NA,"swim_1500",FALSE
"Diego Mularoni",NA,NA,"swim_1500",FALSE
"Li Yun-lun",NA,NA,"swim_1500",FALSE
"Ivan Ivanov",NA,NA,"swim_1500",FALSE
"David Davies",NA,NA,"swim_1500",FALSE
"Yuri Prilukov",NA,NA,"swim_1500",FALSE
"Larsen Jensen",NA,NA,"swim_1500",FALSE
"Graeme Smith",NA,NA,"swim_1500",FALSE
"Craig Stevens",NA,NA,"swim_1500",FALSE
"Paweł Korzeniowski",NA,NA,"swim_1500",FALSE
"Christian Hein",NA,NA,"swim_1500",FALSE
"Takeshi Matsuda",NA,NA,"swim_1500",FALSE
"Oussama Mellouli",NA,NA,"swim_1500",FALSE
"Bojan Zdešar",NA,NA,"swim_1500",FALSE
"Fernando Costa",NA,NA,"swim_1500",FALSE
"Thomas Lurz",NA,NA,"swim_1500",FALSE
"Gergő Kis",NA,NA,"swim_1500",FALSE
"Juan Martín Pereyra",NA,NA,"swim_1500",FALSE
"Charnvudth Saengsri",NA,NA,"swim_1500",FALSE
"Moss Burmester",NA,NA,"swim_1500",FALSE
"Nenad Buljan",NA,NA,"swim_1500",FALSE
"Giancarlo Zolezzi",NA,NA,"swim_1500",FALSE
"Georgios Diamantidis",NA,NA,"swim_1500",FALSE
"Saw Yi Khy",NA,NA,"swim_1500",FALSE
"Xin Tong",NA,NA,"swim_1500",FALSE
"Miguel Mendoza",NA,NA,"swim_1500",FALSE
"Ryan Cochrane",NA,NA,"swim_1500",FALSE
"Zhang Lin",NA,NA,"swim_1500",FALSE
"Sun Yang",NA,NA,"swim_1500",FALSE
"Mateusz Sawrymowicz",NA,NA,"swim_1500",FALSE
"Federico Colbertaldo",NA,NA,"swim_1500",FALSE
"Peter Vanderkaay",NA,NA,"swim_1500",FALSE
"Mads Glæsner",NA,NA,"swim_1500",FALSE
"Park Tae-Hwan",NA,NA,"swim_1500",FALSE
"Samuel Pizzetti",NA,NA,"swim_1500",FALSE
"Tom Vangeneugden",NA,NA,"swim_1500",FALSE
"Florian Janistyn",NA,NA,"swim_1500",FALSE
"Troyden Prinsloo",NA,NA,"swim_1500",FALSE
"Sergey Fesenko",NA,NA,"swim_1500",FALSE
"Maciej Hreniak",NA,NA,"swim_1500",FALSE
"Richard Charlesworth",NA,NA,"swim_1500",FALSE
"Marcos Rivera",NA,NA,"swim_1500",FALSE
"Sébastien Rouault",NA,NA,"swim_1500",FALSE
"Nikita Lobintsev",NA,NA,"swim_1500",FALSE
"Ryan Arabejo",NA,NA,"swim_1500",FALSE
"Ediz Yildirimer",NA,NA,"swim_1500",FALSE
"Christian Kubusch",NA,NA,"swim_1500",FALSE
"Luka Turk",NA,NA,"swim_1500",FALSE
"Gregorio Paltrinieri",NA,NA,"swim_1500",FALSE
"Daniel Fogg",NA,NA,"swim_1500",FALSE
"Connor Jaeger",NA,NA,"swim_1500",FALSE
"Andrew Gemmell",NA,NA,"swim_1500",FALSE
"Sergiy Frolov",NA,NA,"swim_1500",FALSE
"Job Kienhuis",NA,NA,"swim_1500",FALSE
"Gergely Gyurta",NA,NA,"swim_1500",FALSE
"Gabriele Detti",NA,NA,"swim_1500",FALSE
"Damien Joly",NA,NA,"swim_1500",FALSE
"Dai Jun",NA,NA,"swim_1500",FALSE
"Pál Joensen",NA,NA,"swim_1500",FALSE
"Jarrod Poort",NA,NA,"swim_1500",FALSE
"Anthony Pannier",NA,NA,"swim_1500",FALSE
"Heerden Herman",NA,NA,"swim_1500",FALSE
"Arturo Pérez Vertti Ferrer",NA,NA,"swim_1500",FALSE
"Alejandro Gómez",NA,NA,"swim_1500",FALSE
"Jan Micka",NA,NA,"swim_1500",FALSE
"Anton Sveinn McKee",NA,NA,"swim_1500",FALSE
"Ediz Yıldırımer",NA,NA,"swim_1500",FALSE
"Matias Koski",NA,NA,"swim_1500",FALSE
"Ventsislav Aydarski",NA,NA,"swim_1500",FALSE
"Uladzimir Zhyharau",NA,NA,"swim_1500",FALSE
"Ullalmath Gagan",NA,NA,"swim_1500",FALSE
