name,country,result,event,male_offspring,female_offspring,source,comment,result_source
 Sergey Zabavski (TJK),Tajikistan,2:30:29,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Rod DeHaven (USA),United States,2:30:46,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Nazirdin Akylbekov (KGZ),Kirghizistan,2:31:26,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Calisto da Costa (IOA),East Timor,2:33:11,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Marco Ivan Condori (BOL),Bolivia,2:34:11,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Sarath Prasanna Gamage (SRI),Sri Lanka,2:34:39,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Gian Luigi Macina (SMR),San Marino,2:35:42,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Vanderlei Lima (BRA),Brazil,2:37:08,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Željko Petrović (BIH),Bosnia and Herzegovina,2:38:29,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Tiyapo Maso (BOT),Botswana,2:38:53,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Ðuro Kodžo (BIH),Bosnia and Herzegovina,2:39:14,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 José Alejandro Semprún (VEN),Venezuela,3:00:02,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 To Rithya (CAM),Cameroun,3:03:56,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Elias Rodriguez (FSM),Micronesia,3:09:14,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Takayuki Inubushi (JPN),Japan,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Kenneth Cheruiyot (KEN),Kenya,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Willy Kalombo Mwenze (COD),Democratic Republic of Congo,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Abdellah Béhar (FRA),France,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Stefano Baldini (ITA),Italy,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Elijah Lagat (KEN),Kenya,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Piotr Gładki (POL),Poland,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Patrick Ndayisenga (BDI),Burundi,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 José Alirio Carrasco (COL),Colombia,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Angelo Peter Simon (TAN),Tanzania,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Róbert Štefko (SVK),Slovakia,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Osmiro Silva (BRA),Brazil,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Rashid Jamal (QAT),Qatar,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Adel Edeli (LBA),Libya,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Éder Fialho (BRA),Brazil,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Vincenzo Modica (ITA),Italy,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Daher Gadid Omar (DJI),Djibouti,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Richard Rodriguez (ARU),Aruba,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
 Fokasi Wilbrod (TAN),Tanzania,DNF,olympic_marathon_2000,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_maratho0
